Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
PI543845-3.1.RY,Romay_etal_2013,PI543845-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI593011.1.RY,Romay_etal_2013,PI593011.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28365.1.RY,Romay_etal_2013,Ames28365.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32733.1.RY,Romay_etal_2013,NSL32733.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI548794.1.RY,Romay_etal_2013,PI548794.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23413.1.RY,Romay_etal_2013,Ames23413.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22054.1.RY,Romay_etal_2013,Ames22054.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI520772.1.RY,Romay_etal_2013,PI520772.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543849-2.1.RY,Romay_etal_2013,PI543849-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543846-4.1.RY,Romay_etal_2013,PI543846-4.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI547088-3.1.RY,Romay_etal_2013,PI547088-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543841-2.1.RY,Romay_etal_2013,PI543841-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601008-1.1.RY,Romay_etal_2013,PI601008-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Tx325.1.RY,Romay_etal_2013,Tx325.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437905.1.RY,Romay_etal_2013,NSL437905.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI538235.1.RY,Romay_etal_2013,PI538235.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27032.1.RY,Romay_etal_2013,Ames27032.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27067.1.RY,Romay_etal_2013,Ames27067.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23496.1.RY,Romay_etal_2013,Ames23496.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23496.2.RY,Romay_etal_2013,Ames23496.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23495.1.RY,Romay_etal_2013,Ames23495.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543849-3.1.RY,Romay_etal_2013,PI543849-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543846-5.1.RY,Romay_etal_2013,PI543846-5.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543840-1.1.RY,Romay_etal_2013,PI543840-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543841-3.1.RY,Romay_etal_2013,PI543841-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601008-2.1.RY,Romay_etal_2013,PI601008-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI406117.1.RY,Romay_etal_2013,PI406117.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI406117.2.RY,Romay_etal_2013,PI406117.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames2325.1.RY,Romay_etal_2013,Ames2325.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27033.1.RY,Romay_etal_2013,Ames27033.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22755.1.RY,Romay_etal_2013,Ames22755.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI595367.1.RY,Romay_etal_2013,PI595367.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL34374.1.RY,Romay_etal_2013,NSL34374.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543850-1.1.RY,Romay_etal_2013,PI543850-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543846-6.1.RY,Romay_etal_2013,PI543846-6.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543840-2.1.RY,Romay_etal_2013,PI543840-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543842-1.1.RY,Romay_etal_2013,PI543842-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601008-3.1.RY,Romay_etal_2013,PI601008-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI406127.1.RY,Romay_etal_2013,PI406127.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343953.1.RY,Romay_etal_2013,PI343953.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI415078.1.RY,Romay_etal_2013,PI415078.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI587138.1.RY,Romay_etal_2013,PI587138.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI587138.2.RY,Romay_etal_2013,PI587138.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL81599.1.RY,Romay_etal_2013,NSL81599.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames24746.1.RY,Romay_etal_2013,Ames24746.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543850-2.1.RY,Romay_etal_2013,PI543850-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI547086-1.1.RY,Romay_etal_2013,PI547086-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543840-3.1.RY,Romay_etal_2013,PI543840-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543842-2.1.RY,Romay_etal_2013,PI543842-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32722.1.RY,Romay_etal_2013,NSL32722.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27156.1.RY,Romay_etal_2013,Ames27156.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27156.2.RY,Romay_etal_2013,Ames27156.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MP420.1.RY,Romay_etal_2013,MP420.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR08(Costeno)S6.1.RY,Romay_etal_2013,MR08(Costeno)S6.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12738.1.RY,Romay_etal_2013,Ames12738.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12728.1.RY,Romay_etal_2013,Ames12728.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI186193.1.RY,Romay_etal_2013,PI186193.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22893.1.RY,Romay_etal_2013,NSL22893.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22893.2.RY,Romay_etal_2013,NSL22893.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22893.3.RY,Romay_etal_2013,NSL22893.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22893.4.RY,Romay_etal_2013,NSL22893.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601404.1.RY,Romay_etal_2013,PI601404.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI558528.1.RY,Romay_etal_2013,PI558528.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22894.1.RY,Romay_etal_2013,NSL22894.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22894.2.RY,Romay_etal_2013,NSL22894.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC87.1.RY,Romay_etal_2013,NC87.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12732.1.RY,Romay_etal_2013,Ames12732.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12732.2.RY,Romay_etal_2013,Ames12732.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR20(ShoePeg)S7.1.RY,Romay_etal_2013,MR20(ShoePeg)S7.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
L690.1.RY,Romay_etal_2013,L690.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27157.1.RY,Romay_etal_2013,Ames27157.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27157.2.RY,Romay_etal_2013,Ames27157.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI406120.1.RY,Romay_etal_2013,PI406120.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI221749.1.RY,Romay_etal_2013,PI221749.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI558518.1.RY,Romay_etal_2013,PI558518.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI558518.2.RY,Romay_etal_2013,PI558518.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28411.1.RY,Romay_etal_2013,Ames28411.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI186183.1.RY,Romay_etal_2013,PI186183.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames30840.1.RY,Romay_etal_2013,Ames30840.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI600944.1.RY,Romay_etal_2013,PI600944.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI600944.2.RY,Romay_etal_2013,PI600944.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI561529.1.RY,Romay_etal_2013,PI561529.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27162.1.RY,Romay_etal_2013,Ames27162.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27162.2.RY,Romay_etal_2013,Ames27162.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames19323.1.RY,Romay_etal_2013,Ames19323.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames19285.1.RY,Romay_etal_2013,Ames19285.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames7871.1.RY,Romay_etal_2013,Ames7871.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI558516.1.RY,Romay_etal_2013,PI558516.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437899.1.RY,Romay_etal_2013,NSL437899.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437899.2.RY,Romay_etal_2013,NSL437899.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437899.3.RY,Romay_etal_2013,NSL437899.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437899.4.RY,Romay_etal_2013,NSL437899.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437899.5.RY,Romay_etal_2013,NSL437899.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437899.6.RY,Romay_etal_2013,NSL437899.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI633924.1.RY,Romay_etal_2013,PI633924.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Fe.1.RY,Romay_etal_2013,Fe.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
GT601.1.RY,Romay_etal_2013,GT601.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI641225.1.RY,Romay_etal_2013,PI641225.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Tx205.1.RY,Romay_etal_2013,Tx205.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI542778.1.RY,Romay_etal_2013,PI542778.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI391663.1.RY,Romay_etal_2013,PI391663.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NC44.1.RY,Romay_etal_2013,NC44.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI594060.1.RY,Romay_etal_2013,PI594060.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI561523.1.RY,Romay_etal_2013,PI561523.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI303942.1.RY,Romay_etal_2013,PI303942.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MP717.1.RY,Romay_etal_2013,MP717.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR25(Poropo)S5.1.RY,Romay_etal_2013,MR25(Poropo)S5.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI517971.1.RY,Romay_etal_2013,PI517971.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI561520.1.RY,Romay_etal_2013,PI561520.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12726.1.RY,Romay_etal_2013,Ames12726.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22628.1.RY,Romay_etal_2013,NSL22628.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27191.1.RY,Romay_etal_2013,Ames27191.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR02(Assiniboine).1.RY,Romay_etal_2013,MR02(Assiniboine).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR19(SantoDomingo).1.RY,Romay_etal_2013,MR19(SantoDomingo).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26812.1.RY,Romay_etal_2013,Ames26812.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550519.1.RY,Romay_etal_2013,PI550519.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550519.2.RY,Romay_etal_2013,PI550519.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27062.1.RY,Romay_etal_2013,Ames27062.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI542777.1.RY,Romay_etal_2013,PI542777.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Tx114.1.RY,Romay_etal_2013,Tx114.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI593012.1.RY,Romay_etal_2013,PI593012.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI593012.2.RY,Romay_etal_2013,PI593012.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601230.1.RY,Romay_etal_2013,PI601230.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27170.1.RY,Romay_etal_2013,Ames27170.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27170.2.RY,Romay_etal_2013,Ames27170.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR20(ShoePeg).1.RY,Romay_etal_2013,MR20(ShoePeg).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27190.1.RY,Romay_etal_2013,Ames27190.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI564717.1.RY,Romay_etal_2013,PI564717.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI542952.1.RY,Romay_etal_2013,PI542952.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI641226.1.RY,Romay_etal_2013,PI641226.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL29898.1.RY,Romay_etal_2013,NSL29898.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI558530.1.RY,Romay_etal_2013,PI558530.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601490.1.RY,Romay_etal_2013,PI601490.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601490.2.RY,Romay_etal_2013,PI601490.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR05(Cateto)S6.1.RY,Romay_etal_2013,MR05(Cateto)S6.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
GA224.1.RY,Romay_etal_2013,GA224.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI638594.1.RY,Romay_etal_2013,PI638594.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27145.1.RY,Romay_etal_2013,Ames27145.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27116.1.RY,Romay_etal_2013,Ames27116.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543008.1.RY,Romay_etal_2013,PI543008.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI587135.1.RY,Romay_etal_2013,PI587135.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22635.1.RY,Romay_etal_2013,NSL22635.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI548783.1.RY,Romay_etal_2013,PI548783.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Tx772.1.RY,Romay_etal_2013,Tx772.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI593013.1.RY,Romay_etal_2013,PI593013.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames19002.1.RY,Romay_etal_2013,Ames19002.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames19002.2.RY,Romay_etal_2013,Ames19002.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML503.1.RY,Romay_etal_2013,CML503.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML118.1.RY,Romay_etal_2013,CML118.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26808.1.RY,Romay_etal_2013,Ames26808.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26808.2.RY,Romay_etal_2013,Ames26808.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26808.3.RY,Romay_etal_2013,Ames26808.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26808.4.RY,Romay_etal_2013,Ames26808.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26808.5.RY,Romay_etal_2013,Ames26808.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26808.6.RY,Romay_etal_2013,Ames26808.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML422.1.RY,Romay_etal_2013,CML422.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML324.1.RY,Romay_etal_2013,CML324.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML330.1.RY,Romay_etal_2013,CML330.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML426.1.RY,Romay_etal_2013,CML426.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML441.1.RY,Romay_etal_2013,CML441.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI509045.1.RY,Romay_etal_2013,PI509045.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI221797.1.RY,Romay_etal_2013,PI221797.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Mp04:97.1.RY,Romay_etal_2013,Mp04:97.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML79.1.RY,Romay_etal_2013,CML79.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340859.1.RY,Romay_etal_2013,PI340859.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML431.1.RY,Romay_etal_2013,CML431.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML295.1.RY,Romay_etal_2013,CML295.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML370.1.RY,Romay_etal_2013,CML370.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI186198.1.RY,Romay_etal_2013,PI186198.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27112.1.RY,Romay_etal_2013,Ames27112.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI186197.1.RY,Romay_etal_2013,PI186197.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames14111.1.RY,Romay_etal_2013,Ames14111.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames14111.2.RY,Romay_etal_2013,Ames14111.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML144.1.RY,Romay_etal_2013,CML144.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12730.1.RY,Romay_etal_2013,Ames12730.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML269.1.RY,Romay_etal_2013,CML269.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML316.1.RY,Romay_etal_2013,CML316.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML423.1.RY,Romay_etal_2013,CML423.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames10262.1.RY,Romay_etal_2013,Ames10262.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27147.1.RY,Romay_etal_2013,Ames27147.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI641224.1.RY,Romay_etal_2013,PI641224.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML448.1.RY,Romay_etal_2013,CML448.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI564716.1.RY,Romay_etal_2013,PI564716.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12740.1.RY,Romay_etal_2013,Ames12740.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27136.1.RY,Romay_etal_2013,Ames27136.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI594058.1.RY,Romay_etal_2013,PI594058.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML454.1.RY,Romay_etal_2013,CML454.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames10251.1.RY,Romay_etal_2013,Ames10251.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL53083.1.RY,Romay_etal_2013,NSL53083.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL53083.2.RY,Romay_etal_2013,NSL53083.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames10250.1.RY,Romay_etal_2013,Ames10250.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML359.1.RY,Romay_etal_2013,CML359.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI596629.1.RY,Romay_etal_2013,PI596629.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23458.1.RY,Romay_etal_2013,Ames23458.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI221738.1.RY,Romay_etal_2013,PI221738.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI558521.1.RY,Romay_etal_2013,PI558521.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550517.1.RY,Romay_etal_2013,PI550517.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames29451.1.RY,Romay_etal_2013,Ames29451.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML377.1.RY,Romay_etal_2013,CML377.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI561521.1.RY,Romay_etal_2013,PI561521.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI641238.1.RY,Romay_etal_2013,PI641238.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML217.1.RY,Romay_etal_2013,CML217.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22056.1.RY,Romay_etal_2013,Ames22056.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML309.1.RY,Romay_etal_2013,CML309.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI186223.1.RY,Romay_etal_2013,PI186223.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CML390.1.RY,Romay_etal_2013,CML390.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
