Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
SEEDGWAS1422.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004993,NA,Landrace,Unknown,Unknown,-22.437175,-50.202062,687,NA,NA,NA,NA
SEEDGWAS1423.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004998,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1424.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005014,NA,Landrace,Unknown,Unknown,-22.01666667,-47.9,826,NA,NA,NA,NA
SEEDGWAS1425.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005058,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1427.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005073,NA,Landrace,Unknown,Unknown,-9.151427,-56.771095,183,NA,NA,NA,NA
SEEDGWAS1428.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005084,NA,Landrace,Unknown,Unknown,-12.651497,-39.1086,201,NA,NA,NA,NA
SEEDGWAS1429.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005164,NA,Landrace,Unknown,Unknown,14.857059,-92.081027,233,NA,NA,NA,NA
SEEDGWAS143.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002561,NA,Landrace,Unknown,Unknown,19.841513,-89.31613,72,NA,NA,NA,NA
SEEDGWAS1430.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005171,NA,Landrace,Unknown,Unknown,14.418766,-91.3232,185,NA,NA,NA,NA
SEEDGWAS1431.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005173,NA,Landrace,Unknown,Unknown,14.28333333,-90.76666667,284,NA,NA,NA,NA
SEEDGWAS1432.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005175,NA,Landrace,Unknown,Unknown,14.94666,-89.963493,294,NA,NA,NA,NA
SEEDGWAS1434.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005186,NA,Landrace,Unknown,Unknown,14.78333333,-89.55,423,NA,NA,NA,NA
SEEDGWAS1435.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005197,NA,Landrace,Unknown,Unknown,15.092398,-90.487282,963,NA,NA,NA,NA
SEEDGWAS1436.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005216,NA,Landrace,Unknown,Unknown,14.624426,-89.438894,650,NA,NA,NA,NA
SEEDGWAS1437.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005231,NA,Landrace,Unknown,Unknown,15.266667,-89.1,92,NA,NA,NA,NA
SEEDGWAS1438.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005245,NA,Landrace,Unknown,Unknown,14.279885,-90.751703,256,NA,NA,NA,NA
SEEDGWAS1439.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005247,NA,Landrace,Unknown,Unknown,14.28333333,-90.76666667,284,NA,NA,NA,NA
SEEDGWAS144.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002773,NA,Landrace,Unknown,Unknown,-24.11666667,-49.33333333,735,NA,NA,NA,NA
SEEDGWAS1440.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005255,NA,Landrace,Unknown,Unknown,14.28333333,-90.76666667,284,NA,NA,NA,NA
SEEDGWAS1441.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005259,NA,Landrace,Unknown,Unknown,14.112458,-90.868418,50,NA,NA,NA,NA
SEEDGWAS1442.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005373,NA,Landrace,Unknown,Unknown,20.33333333,-74.5,51,NA,NA,NA,NA
SEEDGWAS1443.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005389,NA,Landrace,Unknown,Unknown,20.38333333,-76.43333333,107,NA,NA,NA,NA
SEEDGWAS1444.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005397,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1445.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005398,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1446.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005407,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1447.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005418,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1448.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005419,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1449.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005420,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS145.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002813,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1450.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005421,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1452.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005423,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1453.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005426,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1455.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005431,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1456.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005436,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1457.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005541,NA,Landrace,Unknown,Unknown,-22.45,-46.93333333,626,NA,NA,NA,NA
SEEDGWAS1458.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005591,NA,Landrace,Unknown,Unknown,-28.920044,-49.457185,9,NA,NA,NA,NA
SEEDGWAS1459.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005664,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1460.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005707,NA,Landrace,Unknown,Unknown,-28.290932,-54.409057,245,NA,NA,NA,NA
SEEDGWAS1461.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005815,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1462.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005816,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1463.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005844,NA,Landrace,Unknown,Unknown,16.11666667,-97.61666667,106,NA,NA,NA,NA
SEEDGWAS1464.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005845,NA,Landrace,Unknown,Unknown,16.343416,-98.026611,187,NA,NA,NA,NA
SEEDGWAS1465.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005947,NA,Landrace,Unknown,Unknown,16.343416,-98.026611,187,NA,NA,NA,NA
SEEDGWAS1466.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005950,NA,Landrace,Unknown,Unknown,16.539657,-98.136052,221,NA,NA,NA,NA
SEEDGWAS1467.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005962,NA,Landrace,Unknown,Unknown,17.03333333,-97.95,778,NA,NA,NA,NA
SEEDGWAS1468.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005979,NA,Landrace,Unknown,Unknown,15.71666667,-96.48333333,200,NA,NA,NA,NA
SEEDGWAS1469.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005980,NA,Landrace,Unknown,Unknown,15.78333333,-96.3,95,NA,NA,NA,NA
SEEDGWAS147.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002849,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1470.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006143,NA,Landrace,Unknown,Unknown,-22.232837,-49.825724,625,NA,NA,NA,NA
SEEDGWAS1472.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006672,NA,Landrace,Unknown,Unknown,-20.93333333,-49.21666667,547,NA,NA,NA,NA
SEEDGWAS1473.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006699,NA,Landrace,Unknown,Unknown,-20.404622,-50.010906,494,NA,NA,NA,NA
SEEDGWAS1474.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007030,NA,Landrace,Unknown,Unknown,21.1,-105.2166667,4,NA,NA,NA,NA
SEEDGWAS1476.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007032,NA,Landrace,Unknown,Unknown,21.1,-105.2166667,4,NA,NA,NA,NA
SEEDGWAS1477.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007033,NA,Landrace,Unknown,Unknown,21.2,-105.1666667,8,NA,NA,NA,NA
SEEDGWAS1478.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007044,NA,Landrace,Unknown,Unknown,20.81666667,-105.1833333,31,NA,NA,NA,NA
SEEDGWAS1479.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007046,NA,Landrace,Unknown,Unknown,20.81666667,-105.1833333,31,NA,NA,NA,NA
SEEDGWAS148.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002863,NA,Landrace,Unknown,Unknown,-12.43333333,-39.21666667,208,NA,NA,NA,NA
SEEDGWAS1481.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007050,NA,Landrace,Unknown,Unknown,21.232846,-104.915301,843,NA,NA,NA,NA
SEEDGWAS1482.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007082,NA,Landrace,Unknown,Unknown,22.65,-105.3333333,131,NA,NA,NA,NA
SEEDGWAS1483.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007086,NA,Landrace,Unknown,Unknown,22.65,-105.3333333,131,NA,NA,NA,NA
SEEDGWAS1484.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007089,NA,Landrace,Unknown,Unknown,22.65,-105.3333333,131,NA,NA,NA,NA
SEEDGWAS1485.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007121,NA,Landrace,Unknown,Unknown,23.365893,-106.44719,45,NA,NA,NA,NA
SEEDGWAS1486.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007122,NA,Landrace,Unknown,Unknown,23.201203,-106.303401,13,NA,NA,NA,NA
SEEDGWAS1487.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007158,NA,Landrace,Unknown,Unknown,24.71666667,-107.2166667,129,NA,NA,NA,NA
SEEDGWAS1488.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007178,NA,Landrace,Unknown,Unknown,25.408895,-107.562256,259,NA,NA,NA,NA
SEEDGWAS149.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002899,NA,Landrace,Unknown,Unknown,-10.28333333,-36.6,9,NA,NA,NA,NA
SEEDGWAS1490.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007189,NA,Landrace,Unknown,Unknown,26.421574,-108.639475,75,NA,NA,NA,NA
SEEDGWAS1492.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007193,NA,Landrace,Unknown,Unknown,26.63333333,-108.6333333,244,NA,NA,NA,NA
SEEDGWAS1493.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007221,NA,Landrace,Unknown,Unknown,25.81666667,-108.2333333,62,NA,NA,NA,NA
SEEDGWAS1494.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007231,NA,Landrace,Unknown,Unknown,24.97268,-106.983531,243,NA,NA,NA,NA
SEEDGWAS1495.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007273,NA,Landrace,Unknown,Unknown,28.11666667,-109.3,401,NA,NA,NA,NA
SEEDGWAS1496.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007288,NA,Landrace,Unknown,Unknown,28.353628,-108.931234,1546,NA,NA,NA,NA
SEEDGWAS1497.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007764,NA,Landrace,Unknown,Unknown,-22.71666667,-47.63333333,546,NA,NA,NA,NA
SEEDGWAS1498.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007773,NA,Landrace,Unknown,Unknown,-22.625913,-48.806462,611,NA,NA,NA,NA
SEEDGWAS15.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000474,NA,Landrace,Unknown,Unknown,20.998948,-97.505195,51,NA,NA,NA,NA
SEEDGWAS150.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002952,NA,Landrace,Unknown,Unknown,-6.996793,-37.295403,257,NA,NA,NA,NA
SEEDGWAS1500.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007815,NA,Landrace,Unknown,Unknown,-22.01666667,-47.9,826,NA,NA,NA,NA
SEEDGWAS1501.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007828,NA,Landrace,Unknown,Unknown,-21.66666667,-49.75,443,NA,NA,NA,NA
SEEDGWAS1503.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007881,NA,Landrace,Unknown,Unknown,-21.350258,-50.268661,404,NA,NA,NA,NA
SEEDGWAS1506.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008424,NA,Landrace,Unknown,Unknown,14.885899,-89.513671,271,NA,NA,NA,NA
SEEDGWAS1507.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008425,NA,Landrace,Unknown,Unknown,14.783333,-89.55,430,NA,NA,NA,NA
SEEDGWAS1508.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008856,NA,Landrace,Unknown,Unknown,-22.084753,-48.302538,611,NA,NA,NA,NA
SEEDGWAS151.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003085,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1512.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009161,NA,Landrace,Unknown,Unknown,-14.640556,-52.381079,303,NA,NA,NA,NA
SEEDGWAS1513.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009474,NA,Landrace,Unknown,Unknown,9.772503,-67.591402,304,NA,NA,NA,NA
SEEDGWAS1514.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009508,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1516.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009815,NA,Landrace,Unknown,Unknown,10.109421,-68.177883,625,NA,NA,NA,NA
SEEDGWAS1517.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009819,NA,Landrace,Unknown,Unknown,9.366825,-65.330006,65,NA,NA,NA,NA
SEEDGWAS1518.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009821,NA,Landrace,Unknown,Unknown,7.827287,-72.453725,401,NA,NA,NA,NA
SEEDGWAS1519.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009831,NA,Landrace,Unknown,Unknown,9.366825,-65.330006,65,NA,NA,NA,NA
SEEDGWAS152.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003190,NA,Landrace,Unknown,Unknown,8.316666667,-75.15,30,NA,NA,NA,NA
SEEDGWAS1520.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009840,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1521.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009845,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1522.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009846,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1523.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009847,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1526.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009857,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1527.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009858,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1528.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009879,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS153.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003195,NA,Landrace,Unknown,Unknown,9.75,-74.81666667,13,NA,NA,NA,NA
SEEDGWAS1530.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009900,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1532.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009925,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1533.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009934,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1534.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009943,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1535.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009970,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1536.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009974,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1537.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009980,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1538.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009989,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1539.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009992,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1540.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010127,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1543.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012246,NA,Landrace,Unknown,Unknown,10.374977,-66.127483,27,NA,NA,NA,NA
SEEDGWAS1545.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012255,NA,Landrace,Unknown,Unknown,8.267071,-70.556081,153,NA,NA,NA,NA
SEEDGWAS1546.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010987,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1549.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012257,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS155.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003207,NA,Landrace,Unknown,Unknown,7.617716,-72.643105,996,NA,NA,NA,NA
SEEDGWAS1550.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022710,NA,Landrace,Unknown,Unknown,7.488302,-70.306586,110,NA,NA,NA,NA
SEEDGWAS1551.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022712,NA,Landrace,Unknown,Unknown,7.527035,-68.54864,66,NA,NA,NA,NA
SEEDGWAS1552.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011190,NA,Landrace,Unknown,Unknown,15.332888,-92.659404,93,NA,NA,NA,NA
SEEDGWAS1553.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011200,NA,Landrace,Unknown,Unknown,18.23333333,-100.5166667,270,NA,NA,NA,NA
SEEDGWAS1554.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011204,NA,Landrace,Unknown,Unknown,23.3,-99.01666667,271,NA,NA,NA,NA
SEEDGWAS1556.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011215,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1557.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011225,NA,Landrace,Unknown,Unknown,15.8,-87.93333333,18,NA,NA,NA,NA
SEEDGWAS156.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003229,NA,Landrace,Unknown,Unknown,20.32,-96.87,5,NA,NA,NA,NA
SEEDGWAS1560.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011637,NA,Landrace,Unknown,Unknown,16.504784,-98.46634,28,NA,NA,NA,NA
SEEDGWAS1561.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011775,NA,Landrace,Unknown,Unknown,7.916666667,-80.41666667,36,NA,NA,NA,NA
SEEDGWAS1562.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011883,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1563.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012022,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1564.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012063,NA,Landrace,Unknown,Unknown,-17.82886,-62.994159,370,NA,NA,NA,NA
SEEDGWAS1565.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012068,NA,Landrace,Unknown,Unknown,-18.046032,-64.432761,1573,NA,NA,NA,NA
SEEDGWAS1566.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012137,NA,Landrace,Unknown,Unknown,-21.951237,-63.668474,679,NA,NA,NA,NA
SEEDGWAS1568.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012251,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1569.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012265,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS157.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003231,NA,Landrace,Unknown,Unknown,20.385828,-97.030722,22,NA,NA,NA,NA
SEEDGWAS1570.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012267,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1571.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012269,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1572.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012273,NA,Landrace,Unknown,Unknown,9.616666667,-67.28333333,198,NA,NA,NA,NA
SEEDGWAS1573.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012274,NA,Landrace,Unknown,Unknown,8.916666667,-64.25,282,NA,NA,NA,NA
SEEDGWAS1574.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012275,NA,Landrace,Unknown,Unknown,8.916666667,-64.25,282,NA,NA,NA,NA
SEEDGWAS1575.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012280,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1576.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012281,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1577.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012282,NA,Landrace,Unknown,Unknown,9.379051,-67.043056,146,NA,NA,NA,NA
SEEDGWAS1578.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012284,NA,Landrace,Unknown,Unknown,10.176282,-67.461732,459,NA,NA,NA,NA
SEEDGWAS1579.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012289,NA,Landrace,Unknown,Unknown,9.405125,-72.76796,50,NA,NA,NA,NA
SEEDGWAS158.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003234,NA,Landrace,Unknown,Unknown,20.46666667,-97.33333333,208,NA,NA,NA,NA
SEEDGWAS1580.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012450,NA,Landrace,Unknown,Unknown,-32.310879,-59.692253,57,NA,NA,NA,NA
SEEDGWAS1581.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012471,NA,Landrace,Unknown,Unknown,-30.377406,-66.303177,477,NA,NA,NA,NA
SEEDGWAS1582.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012562,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1583.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012566,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1584.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012567,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1585.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012568,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1586.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012570,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1587.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012572,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1588.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012573,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1589.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012574,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1590.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012581,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1591.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012606,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1592.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012607,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1593.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012613,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1594.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012651,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1595.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012670,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS1596.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012674,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
