Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean,Ab10_Pseudo_Copy_Number,K10L2_Pseudo_Copy_Number,BChrom_Pseudo_Copy_Number
SEEDGWAS4106.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006632,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014821098,NA,NA,NA
SEEDGWAS4107.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006637,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010721608,NA,NA,NA
SEEDGWAS4109.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006641,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012613193,NA,NA,NA
SEEDGWAS411.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011031,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011398926,NA,NA,NA
SEEDGWAS4110.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006646,NA,Landrace,Unknown,Unknown,-31.886528,-55.961115,159,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012694179,NA,NA,NA
SEEDGWAS4111.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006746,NA,Landrace,Unknown,Unknown,30.38333333,-107.9333333,1462,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.08896733,NA,NA,0.08896733
SEEDGWAS4112.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006914,NA,Landrace,Unknown,Unknown,23.480832,-104.393881,1406,NA,NA,NA,NA,N10,NA,Ambiguous,Yes,Low,0.039933421,NA,NA,0.039933421
SEEDGWAS4113.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007061,NA,Landrace,Unknown,Unknown,21.696608,-104.088629,1181,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.152751187,NA,NA,0.152751187
SEEDGWAS4114.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007065,NA,Landrace,Unknown,Unknown,21.03333333,-104.4666667,1023,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.080700018,NA,NA,0.080700018
SEEDGWAS4115.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007369,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011472923,NA,NA,NA
SEEDGWAS4116.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008687,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009613631,NA,NA,NA
SEEDGWAS4117.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009196,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011521433,NA,NA,NA
SEEDGWAS4118.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009542,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008302039,NA,NA,NA
SEEDGWAS4119.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009555,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008167144,NA,NA,NA
SEEDGWAS4120.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009609,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010282889,NA,NA,NA
SEEDGWAS4121.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009662,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011756572,NA,NA,NA
SEEDGWAS4124.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009699,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010268737,NA,NA,NA
SEEDGWAS4126.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010002,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008259006,NA,NA,NA
SEEDGWAS4127.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010096,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011463131,NA,NA,NA
SEEDGWAS4128.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010098,NA,Landrace,Unknown,Unknown,-32.75459,-57.876048,56,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011401357,NA,NA,NA
SEEDGWAS4129.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010099,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.034996176,NA,NA,0.034996176
SEEDGWAS413.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010988,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012415152,NA,NA,NA
SEEDGWAS4130.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010104,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.057417179,NA,NA,0.057417179
SEEDGWAS4132.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010164,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012526311,NA,NA,NA
SEEDGWAS4133.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010165,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012657057,NA,NA,NA
SEEDGWAS4134.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010174,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010582765,NA,NA,NA
SEEDGWAS4135.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010182,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012578778,NA,NA,NA
SEEDGWAS4136.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010195,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.061861969,NA,NA,0.061861969
SEEDGWAS4137.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010613,NA,Landrace,Unknown,Unknown,21.48333333,-101.2166667,2091,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009072615,NA,NA,NA
SEEDGWAS4138.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010845,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010369962,NA,NA,NA
SEEDGWAS4139.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010857,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.019110708,NA,NA,NA
SEEDGWAS414.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012256,NA,Landrace,Unknown,Unknown,10.78333333,-69.41666667,765,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010085276,NA,NA,NA
SEEDGWAS4140.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011008,NA,Landrace,Unknown,Unknown,18.98333333,-98.91666667,1898,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00926724,NA,NA,NA
SEEDGWAS4141.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011217,NA,Landrace,Unknown,Unknown,19.08333333,-97.03333333,1486,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010826871,NA,NA,NA
SEEDGWAS4142.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011641,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008261583,NA,NA,NA
SEEDGWAS4143.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011953,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0143433,NA,NA,NA
SEEDGWAS4144.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011954,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010344799,NA,NA,NA
SEEDGWAS4145.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012018,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013042974,NA,NA,NA
SEEDGWAS4148.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012034,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009028199,NA,NA,NA
SEEDGWAS4149.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012038,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008387813,NA,NA,NA
SEEDGWAS415.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010999,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.011883127,0.020105549,NA,NA
SEEDGWAS4151.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013528,NA,Landrace,Unknown,Unknown,-33.560272,-69.030146,883,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011134043,NA,NA,NA
SEEDGWAS4152.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013827,NA,Landrace,Unknown,Unknown,20.5,-103.15,1589,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008775166,NA,NA,NA
SEEDGWAS4153.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013828,NA,Landrace,Unknown,Unknown,20.5,-103.15,1589,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012008641,NA,NA,NA
SEEDGWAS4154.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014052,NA,Landrace,Unknown,Unknown,19.93333333,-103.7333333,2161,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.009423166,0.017021855,NA,NA
SEEDGWAS4157.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014358,NA,Landrace,Unknown,Unknown,16.55,-92.46666667,1781,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.082845626,NA,NA,0.082845626
SEEDGWAS4159.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015633,NA,Landrace,Unknown,Unknown,22.333956,-100.265107,1111,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.009082205,NA,0.026430445,NA
SEEDGWAS416.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022692,NA,Landrace,Unknown,Unknown,10.493222,-68.531706,31,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009922062,NA,NA,NA
SEEDGWAS4160.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015642,NA,Landrace,Unknown,Unknown,22.0183333,-100.3302778,1215,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.007892174,NA,NA,NA
SEEDGWAS4161.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015698,NA,Landrace,Unknown,Unknown,24.51666667,-104.7666667,1936,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008468703,NA,NA,NA
SEEDGWAS4162.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015746,NA,Landrace,Unknown,Unknown,20.804002,-103.356458,1374,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.007925017,NA,NA,NA
SEEDGWAS4163.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017441,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009984453,NA,NA,NA
SEEDGWAS4164.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022800,NA,Landrace,Unknown,Unknown,24.52,-104.7,1933,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011731701,NA,NA,NA
SEEDGWAS4165.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015943,NA,Landrace,Unknown,Unknown,24.51666667,-104.7666667,1951,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012232703,NA,NA,NA
SEEDGWAS4168.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016199,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.056729653,NA,NA,0.056729653
SEEDGWAS4169.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016872,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011214885,NA,NA,NA
SEEDGWAS417.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022709,NA,Landrace,Unknown,Unknown,7.591812,-71.870714,583,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.012444227,NA,0.046542905,NA
SEEDGWAS4170.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017020,NA,Landrace,Unknown,Unknown,-26.9,-66.13333333,2127,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011353934,NA,NA,NA
SEEDGWAS4171.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017472,NA,Landrace,Unknown,Unknown,18.95,-98.97,1645,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.055513393,NA,NA,0.055513393
SEEDGWAS4172.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017482,NA,Landrace,Unknown,Unknown,18.76666667,-98.98333333,1213,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011197725,NA,NA,NA
SEEDGWAS4173.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017484,NA,Landrace,Unknown,Unknown,18.73333333,-102.7833333,923,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.05638544,NA,NA,0.05638544
SEEDGWAS4174.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017584,NA,Landrace,Unknown,Unknown,18.5,-98.76666667,1034,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008909758,NA,NA,NA
SEEDGWAS4175.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017587,NA,Landrace,Unknown,Unknown,20.78333333,-102.95,1676,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010396372,NA,NA,NA
SEEDGWAS4176.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017592,NA,Landrace,Unknown,Unknown,20.78333333,-102.95,1676,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010604571,NA,NA,NA
SEEDGWAS4177.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017594,NA,Landrace,Unknown,Unknown,20.78333333,-102.95,1676,NA,NA,NA,NA,N10,NA,Ambiguous,No,Neither,0.011406722,NA,NA,NA
SEEDGWAS4178.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018680,NA,Landrace,Unknown,Unknown,24.88333333,-103.6666667,1562,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012632149,NA,NA,NA
SEEDGWAS4179.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019124,NA,Landrace,Unknown,Unknown,21.41666667,-102.5,1740,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008755658,NA,NA,NA
SEEDGWAS418.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022714,NA,Landrace,Unknown,Unknown,9.658501,-68.158666,153,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010567429,NA,NA,NA
SEEDGWAS4180.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019126,NA,Landrace,Unknown,Unknown,21.535731,-102.426139,1731,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.011099768,NA,0.02926893,NA
SEEDGWAS4181.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019137,NA,Landrace,Unknown,Unknown,20.474396,-102.821224,1554,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009380596,NA,NA,NA
SEEDGWAS4182.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019205,NA,Landrace,Unknown,Unknown,20.81666667,-102.6666667,2017,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.041751353,NA,NA,0.041751353
SEEDGWAS4183.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019218,NA,Landrace,Unknown,Unknown,20.81666667,-102.6666667,2017,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008273812,NA,NA,NA
SEEDGWAS4184.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020612,NA,Landrace,Unknown,Unknown,25.75,-102.9833333,1102,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009932105,NA,NA,NA
SEEDGWAS4185.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020688,NA,Landrace,Unknown,Unknown,21.69932,-99.481779,442,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.011795449,NA,0.030097094,NA
SEEDGWAS4186.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021044,NA,Landrace,Unknown,Unknown,22.48333333,-102.3333333,2049,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.035752274,NA,NA,0.035752274
SEEDGWAS4187.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021156,NA,Landrace,Unknown,Unknown,29.375447,-107.74083,2162,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.183391667,NA,NA,0.183391667
SEEDGWAS4188.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021170,NA,Landrace,Unknown,Unknown,24.51666667,-104.6666667,1928,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008489887,NA,NA,NA
SEEDGWAS4189.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022316,NA,Landrace,Unknown,Unknown,21.51,-104.8,955,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011049668,NA,NA,NA
SEEDGWAS419.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011184,NA,Landrace,Unknown,Unknown,16.332904,-92.564373,700,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010828105,NA,NA,NA
SEEDGWAS4190.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023600,NA,Landrace,Unknown,Unknown,-27.5,-66.97,1443,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013442013,NA,NA,NA
SEEDGWAS4191.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023608,NA,Landrace,Unknown,Unknown,-27.589584,-66.305555,1055,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012278711,NA,NA,NA
SEEDGWAS4192.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023008,NA,Landrace,Unknown,Unknown,21.110878,-104.449948,1099,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010046745,NA,NA,NA
SEEDGWAS4193.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023065,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011509873,NA,NA,NA
SEEDGWAS4194.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023073,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.015072086,0.030667569,NA,NA
SEEDGWAS4195.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023779,NA,Landrace,Unknown,Unknown,-16.388263,-39.110395,57,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012947044,NA,NA,NA
SEEDGWAS4196.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023813,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010831749,NA,NA,NA
SEEDGWAS4197.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023824,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013339926,NA,NA,NA
SEEDGWAS4198.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023838,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013174715,NA,NA,NA
SEEDGWAS4199.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023841,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.032396179,NA,NA,0.032396179
SEEDGWAS420.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011629,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010907765,NA,NA,NA
SEEDGWAS4200.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023844,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0136941,NA,NA,NA
SEEDGWAS4201.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023852,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.049951642,NA,NA,0.049951642
SEEDGWAS4202.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023856,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008733479,NA,NA,NA
SEEDGWAS4203.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023857,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011194641,NA,NA,NA
SEEDGWAS4204.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-023911,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.009306209,NA,0.028044066,NA
SEEDGWAS4205.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-025004,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010657107,NA,NA,NA
SEEDGWAS4206.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024995,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012097072,NA,NA,NA
SEEDGWAS4207.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-025051,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010165446,NA,NA,NA
SEEDGWAS4208.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-025056,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009082784,NA,NA,NA
SEEDGWAS4209.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-025059,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.026529079,NA,NA,0.026529079
SEEDGWAS421.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011940,NA,Landrace,Unknown,Unknown,19.7,-96.83333333,1738,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012914976,NA,NA,NA
SEEDGWAS4210.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000279,NA,Landrace,Unknown,Unknown,21.045822,-101.664012,1790,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.010355344,NA,0.024389542,NA
SEEDGWAS4211.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000293,NA,Landrace,Unknown,Unknown,21.13333333,-101.6666667,1807,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012196993,NA,NA,NA
SEEDGWAS4212.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000296,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.011250931,NA,0.044595116,NA
SEEDGWAS4213.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000297,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009053221,NA,NA,NA
SEEDGWAS4214.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000395,NA,Landrace,Unknown,Unknown,28.05,-105.3333333,1208,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.056310885,NA,NA,0.056310885
SEEDGWAS4215.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000605,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,0.052120622,0.015392626,NA,0.052120622
SEEDGWAS4216.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000958,NA,Landrace,Unknown,Unknown,10.209511,-84.400737,1844,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01078621,NA,NA,NA
SEEDGWAS4217.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001459,NA,Landrace,Unknown,Unknown,19.83333333,-101.0166667,1843,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.056817726,NA,NA,0.056817726
SEEDGWAS4218.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001517,NA,Landrace,Unknown,Unknown,22.76666667,-103.55,1942,NA,NA,NA,NA,N10,NA,N10,Ambiguous,Neither,0.023101402,NA,NA,NA
SEEDGWAS4219.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001542,NA,Landrace,Unknown,Unknown,20.794691,-100.049518,1900,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.009183089,NA,0.028977826,NA
SEEDGWAS4220.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001643,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008983681,NA,NA,NA
SEEDGWAS4223.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005916,NA,Landrace,Unknown,Unknown,17.515762,-96.919424,2000,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013134238,NA,NA,NA
SEEDGWAS4224.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006802,NA,Landrace,Unknown,Unknown,28.611505,-105.97864,1425,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,0.033941773,0.034204801,NA,0.033941773
SEEDGWAS4225.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006817,NA,Landrace,Unknown,Unknown,26.83333333,-107.0666667,2411,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012237123,NA,NA,NA
SEEDGWAS4226.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006886,NA,Landrace,Unknown,Unknown,25.33333333,-105.7333333,1816,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.031270585,NA,NA,0.031270585
