"","Name","Data_Source","Accession","Group","Maize_Type","Ab10_Status","B_Chrom_Status","Latitude","Longitude","Altitude","DTA_BLUP","DTS_BLUP","PH_BLUP","PresTiller_BLUP","KMeans_Chr10Class","RF_Ab10Class"
"5711","SEEDGWAS117.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002118",NA,"Landrace","Unknown","Unknown",18.572773,-90.740704,95,NA,NA,NA,NA,"N10",NA
"5712","SEEDGWAS1170.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000143",NA,"Landrace","Unknown","Unknown",18.75,-103.666667,23,NA,NA,NA,NA,"N10",NA
"5713","SEEDGWAS1171.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000147",NA,"Landrace","Unknown","Unknown",19.183333,-102.833333,366,NA,NA,NA,NA,"N10",NA
"5714","SEEDGWAS1172.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000149",NA,"Landrace","Unknown","Unknown",18.808584,-102.363626,381,NA,NA,NA,NA,"N10",NA
"5715","SEEDGWAS1173.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000150",NA,"Landrace","Unknown","Unknown",19.08164,-102.373599,302,NA,NA,NA,NA,"N10",NA
"5716","SEEDGWAS1174.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000163",NA,"Landrace","Unknown","Unknown",19.08164,-102.373599,302,NA,NA,NA,NA,"N10",NA
"5717","SEEDGWAS1175.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000165",NA,"Landrace","Unknown","Unknown",19.08164,-102.373599,302,NA,NA,NA,NA,"N10",NA
"5718","SEEDGWAS1176.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000186",NA,"Landrace","Unknown","Unknown",16.801211,-99.365802,102,NA,NA,NA,NA,"N10",NA
"5719","SEEDGWAS1177.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000205",NA,"Landrace","Unknown","Unknown",18.300591,-100.69796,265,NA,NA,NA,NA,"N10",NA
"5720","SEEDGWAS1178.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000213",NA,"Landrace","Unknown","Unknown",18.298628,-100.249473,513,NA,NA,NA,NA,"N10",NA
"5721","SEEDGWAS1179.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000261",NA,"Landrace","Unknown","Unknown",16.409733,-98.06005,303,NA,NA,NA,NA,"N10",NA
"5722","SEEDGWAS118.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002140",NA,"Landrace","Unknown","Unknown",16.635756,-93.101655,466,NA,NA,NA,NA,"N10",NA
"5723","SEEDGWAS1180.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000262",NA,"Landrace","Unknown","Unknown",16.735414,-98.281497,139,NA,NA,NA,NA,"N10",NA
"5724","SEEDGWAS1182.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000298",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5725","SEEDGWAS1183.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000417",NA,"Landrace","Unknown","Unknown",24.041477,-99.205617,220,NA,NA,NA,NA,"N10",NA
"5726","SEEDGWAS1184.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000472",NA,"Landrace","Unknown","Unknown",20.480001,-97.097646,17,NA,NA,NA,NA,"N10",NA
"5727","SEEDGWAS1185.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000505",NA,"Landrace","Unknown","Unknown",16.25,-93.26666667,572,NA,NA,NA,NA,"N10",NA
"5728","SEEDGWAS1186.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000536",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Ab10","Ambiguous"
"5729","SEEDGWAS1187.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000587",NA,"Landrace","Unknown","Unknown",22.024349,-105.22623,15,NA,NA,NA,NA,"Ab10","Ab10-I"
"5730","SEEDGWAS1188.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000601",NA,"Landrace","Unknown","Unknown",19.772796,-104.344955,913,NA,NA,NA,NA,"N10",NA
"5731","SEEDGWAS1189.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000705",NA,"Landrace","Unknown","Unknown",18.9,-96.91666667,827,NA,NA,NA,NA,"N10",NA
"5732","SEEDGWAS119.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002156",NA,"Landrace","Unknown","Unknown",16.5666667,-92.81666667,428,NA,NA,NA,NA,"N10",NA
"5733","SEEDGWAS1191.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000751",NA,"Landrace","Unknown","Unknown",16.71666667,-93,446,NA,NA,NA,NA,"N10",NA
"5734","SEEDGWAS1192.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000762",NA,"Landrace","Unknown","Unknown",15.332888,-92.659404,93,NA,NA,NA,NA,"N10",NA
"5735","SEEDGWAS1193.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000803",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5736","SEEDGWAS1194.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000814",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5737","SEEDGWAS1195.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000815",NA,"Landrace","Unknown","Unknown",20.85,-88.51666667,31,NA,NA,NA,NA,"N10",NA
"5738","SEEDGWAS1196.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000828",NA,"Landrace","Unknown","Unknown",21.01666667,-88.28333333,28,NA,NA,NA,NA,"N10",NA
"5739","SEEDGWAS1197.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000875",NA,"Landrace","Unknown","Unknown",15.281744,-88.003548,48,NA,NA,NA,NA,"N10",NA
"5740","SEEDGWAS1198.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000880",NA,"Landrace","Unknown","Unknown",15.590506,-87.891039,16,NA,NA,NA,NA,"N10",NA
"5741","SEEDGWAS1199.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000881",NA,"Landrace","Unknown","Unknown",15.361949,-88.19682,131,NA,NA,NA,NA,"N10",NA
"5742","SEEDGWAS12.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000467",NA,"Landrace","Unknown","Unknown",20.2,-96.85,8,NA,NA,NA,NA,"N10",NA
"5743","SEEDGWAS120.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002164",NA,"Landrace","Unknown","Unknown",15.984309,-92.0992225,698,NA,NA,NA,NA,"N10",NA
"5744","SEEDGWAS1200.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000882",NA,"Landrace","Unknown","Unknown",14.638033,-87.02708,717,NA,NA,NA,NA,"N10",NA
"5745","SEEDGWAS1201.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001001",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5746","SEEDGWAS1202.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001006",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5747","SEEDGWAS1203.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001039",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5748","SEEDGWAS1204.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001063",NA,"Landrace","Unknown","Unknown",14.348233,-89.870508,1042,NA,NA,NA,NA,"N10",NA
"5749","SEEDGWAS1205.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001065",NA,"Landrace","Unknown","Unknown",14.902827,-89.880527,313,NA,NA,NA,NA,"N10",NA
"5750","SEEDGWAS1206.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001069",NA,"Landrace","Unknown","Unknown",14.9483,-89.55933,276,NA,NA,NA,NA,"Ab10","Ambiguous"
"5751","SEEDGWAS1207.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001070",NA,"Landrace","Unknown","Unknown",15.115625,-89.367104,137,NA,NA,NA,NA,"N10",NA
"5752","SEEDGWAS1208.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001073",NA,"Landrace","Unknown","Unknown",14.762413,-89.428169,627,NA,NA,NA,NA,"N10",NA
"5753","SEEDGWAS1209.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001078",NA,"Landrace","Unknown","Unknown",14.713922,-90.637606,1839,NA,NA,NA,NA,"Ab10","Ambiguous"
"5754","SEEDGWAS121.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002288",NA,"Landrace","Unknown","Unknown",21.5667,-98.8167,104,NA,NA,NA,NA,"N10",NA
"5755","SEEDGWAS1210.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001079",NA,"Landrace","Unknown","Unknown",14.908968,-89.510475,309,NA,NA,NA,NA,"N10",NA
"5756","SEEDGWAS1211.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001096",NA,"Landrace","Unknown","Unknown",14.94666,-89.963493,294,NA,NA,NA,NA,"N10",NA
"5757","SEEDGWAS1212.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001098",NA,"Landrace","Unknown","Unknown",14.940676,-89.800183,225,NA,NA,NA,NA,"N10",NA
"5758","SEEDGWAS1213.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001124",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5759","SEEDGWAS1214.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001125",NA,"Landrace","Unknown","Unknown",18.08333333,-66.36666667,230,NA,NA,NA,NA,"N10",NA
"5760","SEEDGWAS1215.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001195",NA,"Landrace","Unknown","Unknown",15.1,-89.8,1200,NA,NA,NA,NA,"N10",NA
"5761","SEEDGWAS1216.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001214",NA,"Landrace","Unknown","Unknown",14.95,-89.41666667,966,NA,NA,NA,NA,"N10",NA
"5762","SEEDGWAS1218.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001236",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5763","SEEDGWAS1219.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001240",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5764","SEEDGWAS122.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002299",NA,"Landrace","Unknown","Unknown",21.26317,-98.746052,154,NA,NA,NA,NA,"N10",NA
"5765","SEEDGWAS1220.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001242",NA,"Landrace","Unknown","Unknown",20.38333333,-76.43333333,107,NA,NA,NA,NA,"N10",NA
"5766","SEEDGWAS1221.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001248",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5767","SEEDGWAS1222.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001252",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5768","SEEDGWAS1223.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001253",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5769","SEEDGWAS1224.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001254",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5770","SEEDGWAS1225.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001268",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5771","SEEDGWAS1226.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001272",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5772","SEEDGWAS1227.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001273",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5773","SEEDGWAS1228.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001274",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5774","SEEDGWAS123.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002303",NA,"Landrace","Unknown","Unknown",21.951043,-99.015491,82,NA,NA,NA,NA,"N10",NA
"5775","SEEDGWAS1230.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001281",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5776","SEEDGWAS1233.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001284",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5777","SEEDGWAS1234.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001285",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5778","SEEDGWAS1235.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001286",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Ab10","Ambiguous"
"5779","SEEDGWAS1236.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001293",NA,"Landrace","Unknown","Unknown",16.389094,-61.475936,22,NA,NA,NA,NA,"Ab10","Ambiguous"
"5780","SEEDGWAS1237.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001296",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5781","SEEDGWAS1238.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001297",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5782","SEEDGWAS1239.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001298",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5783","SEEDGWAS124.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002359",NA,"Landrace","Unknown","Unknown",20.734106,-89.484052,14,NA,NA,NA,NA,"N10",NA
"5784","SEEDGWAS1240.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001300",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5785","SEEDGWAS1241.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001308",NA,"Landrace","Unknown","Unknown",19.544,-72.699224,194,NA,NA,NA,NA,"N10",NA
"5786","SEEDGWAS1242.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001323",NA,"Landrace","Unknown","Unknown",18.061361,-66.158868,318,NA,NA,NA,NA,"N10",NA
"5787","SEEDGWAS1244.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001326",NA,"Landrace","Unknown","Unknown",18.059362,-66.399305,160,NA,NA,NA,NA,"N10",NA
"5788","SEEDGWAS1246.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001329",NA,"Landrace","Unknown","Unknown",18.190513,-65.741368,1,NA,NA,NA,NA,"N10",NA
"5789","SEEDGWAS1247.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001337",NA,"Landrace","Unknown","Unknown",13.232037,-61.148187,221,NA,NA,NA,NA,"N10",NA
"5790","SEEDGWAS1248.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001345",NA,"Landrace","Unknown","Unknown",11.217382,-60.624146,127,NA,NA,NA,NA,"N10",NA
"5791","SEEDGWAS1249.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001352",NA,"Landrace","Unknown","Unknown",17.048578,-61.781557,40,NA,NA,NA,NA,"N10",NA
"5792","SEEDGWAS125.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002362",NA,"Landrace","Unknown","Unknown",20.734108,-89.483888,14,NA,NA,NA,NA,"N10",NA
"5793","SEEDGWAS1250.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001354",NA,"Landrace","Unknown","Unknown",13.15,-59.55,212,NA,NA,NA,NA,"N10",NA
"5794","SEEDGWAS1254.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001742",NA,"Landrace","Unknown","Unknown",21.847885,-105.177805,19,NA,NA,NA,NA,"N10",NA
"5795","SEEDGWAS1255.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001756",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5796","SEEDGWAS1256.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001777",NA,"Landrace","Unknown","Unknown",15.984309,-92.0992225,698,NA,NA,NA,NA,"N10",NA
"5797","SEEDGWAS1257.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001813",NA,"Landrace","Unknown","Unknown",14.71581,-89.579005,493,NA,NA,NA,NA,"N10",NA
"5798","SEEDGWAS1258.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001815",NA,"Landrace","Unknown","Unknown",14.657373,-89.718358,785,NA,NA,NA,NA,"N10",NA
"5799","SEEDGWAS1259.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001852",NA,"Landrace","Unknown","Unknown",14.620613,-89.533421,1157,NA,NA,NA,NA,"N10",NA
"5800","SEEDGWAS1260.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001855",NA,"Landrace","Unknown","Unknown",14.786779,-90.805464,1764,NA,NA,NA,NA,"N10",NA
"5801","SEEDGWAS1261.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001860",NA,"Landrace","Unknown","Unknown",14.383333,-91.15,296,NA,NA,NA,NA,"N10",NA
"5802","SEEDGWAS1262.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001897",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5803","SEEDGWAS1263.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-001944",NA,"Landrace","Unknown","Unknown",21.15,-98.416667,158,NA,NA,NA,NA,"N10",NA
"5804","SEEDGWAS1264.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002143",NA,"Landrace","Unknown","Unknown",15.7,-92.21666667,736,NA,NA,NA,NA,"N10",NA
"5805","SEEDGWAS1265.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002163",NA,"Landrace","Unknown","Unknown",16.61666667,-93.1,440,NA,NA,NA,NA,"Ab10","Ab10-II"
"5806","SEEDGWAS1266.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002252",NA,"Landrace","Unknown","Unknown",22.4,-105.4666667,13,NA,NA,NA,NA,"N10",NA
"5807","SEEDGWAS1267.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002319",NA,"Landrace","Unknown","Unknown",26.888903,-99.614777,110,NA,NA,NA,NA,"Ab10","Ambiguous"
"5808","SEEDGWAS1268.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002342",NA,"Landrace","Unknown","Unknown",18.85,-96.9,731,NA,NA,NA,NA,"Ab10","Ambiguous"
"5809","SEEDGWAS1269.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002365",NA,"Landrace","Unknown","Unknown",20.3,-76.95,23,NA,NA,NA,NA,"N10",NA
"5810","SEEDGWAS127.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002373",NA,"Landrace","Unknown","Unknown",20.25,-75.98333333,118,NA,NA,NA,NA,"N10",NA
"5811","SEEDGWAS1270.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002368",NA,"Landrace","Unknown","Unknown",20.333221,-76.894138,25,NA,NA,NA,NA,"N10",NA
"5812","SEEDGWAS1271.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002370",NA,"Landrace","Unknown","Unknown",20.61666667,-76.11666667,124,NA,NA,NA,NA,"N10",NA
"5813","SEEDGWAS1272.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002372",NA,"Landrace","Unknown","Unknown",21.08333333,-77.33333333,86,NA,NA,NA,NA,"N10",NA
"5814","SEEDGWAS1274.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002375",NA,"Landrace","Unknown","Unknown",20.38333333,-76.43333333,107,NA,NA,NA,NA,"N10",NA
"5815","SEEDGWAS1277.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002425",NA,"Landrace","Unknown","Unknown",20.3,-76.95,23,NA,NA,NA,NA,"Ab10","Ab10-III"
"5816","SEEDGWAS1278.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002428",NA,"Landrace","Unknown","Unknown",21.2,-76.61666667,11,NA,NA,NA,NA,"Ab10","Ab10-III"
"5817","SEEDGWAS1279.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002430",NA,"Landrace","Unknown","Unknown",20.3,-76.95,23,NA,NA,NA,NA,"N10",NA
"5818","SEEDGWAS128.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002378",NA,"Landrace","Unknown","Unknown",21.002852,-76.927588,95,NA,NA,NA,NA,"N10",NA
"5819","SEEDGWAS1280.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002435",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5820","SEEDGWAS1281.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002441",NA,"Landrace","Unknown","Unknown",21.25,-77.53333333,88,NA,NA,NA,NA,"N10",NA
"5821","SEEDGWAS1282.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002444",NA,"Landrace","Unknown","Unknown",20.9,-76.25,150,NA,NA,NA,NA,"N10",NA
"5822","SEEDGWAS1283.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002445",NA,"Landrace","Unknown","Unknown",20.676748,-75.729414,20,NA,NA,NA,NA,"N10",NA
"5823","SEEDGWAS1284.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002451",NA,"Landrace","Unknown","Unknown",20.3,-76.21666667,102,NA,NA,NA,NA,"N10",NA
"5824","SEEDGWAS1285.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002465",NA,"Landrace","Unknown","Unknown",14.739362,-61.165426,232,NA,NA,NA,NA,"N10",NA
"5825","SEEDGWAS1286.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002466",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5826","SEEDGWAS1287.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002468",NA,"Landrace","Unknown","Unknown",19.18333333,-70.5,196,NA,NA,NA,NA,"N10",NA
"5827","SEEDGWAS1289.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002484",NA,"Landrace","Unknown","Unknown",13.23247,-61.264283,131,NA,NA,NA,NA,"N10",NA
"5828","SEEDGWAS129.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002404",NA,"Landrace","Unknown","Unknown",22.83,-82.02,59,NA,NA,NA,NA,"N10",NA
"5829","SEEDGWAS1290.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002491",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5830","SEEDGWAS1291.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002527",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5831","SEEDGWAS1293.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002545",NA,"Landrace","Unknown","Unknown",24.015674,-99.223726,227,NA,NA,NA,NA,"N10",NA
"5832","SEEDGWAS1294.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002616",NA,"Landrace","Unknown","Unknown",12.994002,-86.006718,915,NA,NA,NA,NA,"N10",NA
"5833","SEEDGWAS1295.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002618",NA,"Landrace","Unknown","Unknown",13.735749,-89.997599,71,NA,NA,NA,NA,"N10",NA
"5834","SEEDGWAS1296.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002781",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5835","SEEDGWAS1297.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002805",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5836","SEEDGWAS1298.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002806",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5837","SEEDGWAS1299.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002811",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5838","SEEDGWAS13.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-000470",NA,"Landrace","Unknown","Unknown",20.474435,-97.113749,31,NA,NA,NA,NA,"N10",NA
"5839","SEEDGWAS130.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-002417",NA,"Landrace","Unknown","Unknown",22.38333333,-80.83333333,27,NA,NA,NA,NA,"N10",NA
"5840","SEEDGWAS1300.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003037",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"5841","SEEDGWAS1301.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003083",NA,"Landrace","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"Ab10","Ab10-III"
"5842","SEEDGWAS1302.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003201",NA,"Landrace","Unknown","Unknown",8.444639,-73.280557,1039,NA,NA,NA,NA,"N10",NA
"5843","SEEDGWAS1303.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003264",NA,"Landrace","Unknown","Unknown",21.320028,-97.699529,97,NA,NA,NA,NA,"N10",NA
"5844","SEEDGWAS1304.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003311",NA,"Landrace","Unknown","Unknown",9.783843,-82.910317,6,NA,NA,NA,NA,"N10",NA
"5845","SEEDGWAS1305.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003315",NA,"Landrace","Unknown","Unknown",10.44895,-84.265743,177,NA,NA,NA,NA,"N10",NA
"5846","SEEDGWAS1306.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003323",NA,"Landrace","Unknown","Unknown",9.54934,-82.929368,60,NA,NA,NA,NA,"N10",NA
"5847","SEEDGWAS1307.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003328",NA,"Landrace","Unknown","Unknown",9,-83.25,219,NA,NA,NA,NA,"N10",NA
"5848","SEEDGWAS1308.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003335",NA,"Landrace","Unknown","Unknown",10.36278788,-84.478768,211,NA,NA,NA,NA,"N10",NA
"5849","SEEDGWAS1309.RN","Romero-Navarro_etal_2017","CIMMYTMA-BANK-003352",NA,"Landrace","Unknown","Unknown",10.403208,-84.483438,81,NA,NA,NA,NA,"N10",NA
